feature,mean_abs_shap
ORGANIZATION_TYPE_Industry__type_13,0.0
ORGANIZATION_TYPE_Cleaning,0.0
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_Industry__type_1,0.0
ORGANIZATION_TYPE_Industry__type_10,0.0
OCCUPATION_TYPE_Secretaries,0.0
OCCUPATION_TYPE_Waiters/barmen_staff,0.0
OCCUPATION_TYPE_IT_staff,0.0
OCCUPATION_TYPE_Realty_agents,0.0
WEEKDAY_APPR_PROCESS_START_nan,0.0
ORGANIZATION_TYPE_Advertising,0.0
ORGANIZATION_TYPE_Electricity,0.0
ORGANIZATION_TYPE_Emergency,0.0
FONDKAPREMONT_MODE_nan,0.0
ORGANIZATION_TYPE_XNA,0.0
ORGANIZATION_TYPE_nan,0.0
ORGANIZATION_TYPE_Industry__type_4,0.0
ORGANIZATION_TYPE_Industry__type_6,0.0
ORGANIZATION_TYPE_Industry__type_7,0.0
ORGANIZATION_TYPE_Industry__type_8,0.0
ORGANIZATION_TYPE_University,0.0
ORGANIZATION_TYPE_Industry__type_5,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Security,0.0
ORGANIZATION_TYPE_Restaurant,0.0
WALLSMATERIAL_MODE_nan,0.0
EMERGENCYSTATE_MODE_Yes,0.0
